iId,iEffectGroupId,iLevel,sName,iDisPlayMode,sIcon,iLoseType,iType,iIsInBattle,iRespondType,iBoutDuration,iIsLoopRespond,iTimeType,iAidertime,iTimeDuration,sScript,sDescription,sOwnerGetFx,sOwnerGetFxDelay,sOwnerRunFx,sOwnerRunFxDelay,sOwnerLoseFx,sOwnerLoseFxDelay,sOpponentGetFx,sOpponentGetFxDelay,sOpponentRunFx,sOpponentRunFxDelay,sOpponentLoseFx,sOpponentLoseFxDelay,sFullGetFx,sFullGetFxDelay,sFullRunFx,sFullRunFxDelay,sFullLoseFx,sFullLoseFxDelay
1122,1122,2,攻击力+24%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.24; owner['minAttack'] *= 1.24;,攻击力+24%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1123,1123,3,攻击力+27%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.27; owner['minAttack'] *= 1.27;,攻击力+27%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1124,1124,4,攻击力+30%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.30; owner['minAttack'] *= 1.30;,攻击力+30%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1125,1125,5,攻击力+33%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.33; owner['minAttack'] *= 1.33;,攻击力+33%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1126,1126,6,攻击力+36%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.36; owner['minAttack'] *= 1.36;,攻击力+36%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1127,1127,7,攻击力+39%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.39; owner['minAttack'] *= 1.39;,攻击力+39%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1128,1128,8,攻击力+42%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.42; owner['minAttack'] *= 1.42;,攻击力+42%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1129,1129,9,攻击力+45%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.45; owner['minAttack'] *= 1.45;,攻击力+45%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1130,1130,10,攻击力+48%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.48; owner['minAttack'] *= 1.48;,攻击力+48%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1131,1131,1,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1132,1132,2,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1133,1133,3,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1134,1134,4,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1135,1135,5,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1136,1136,6,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1137,1137,7,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1138,1138,8,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1139,1139,9,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1140,1140,10,命中率-12%,3,null,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1141,1141,1,连续攻击2次;攻击力-49%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.49); owner['minAttack'] *=  (1-0.49);,连续攻击2次;攻击力-49%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1142,1142,2,连续攻击2次;攻击力-48%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.48); owner['minAttack'] *=  (1-0.48);,连续攻击2次;攻击力-48%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1143,1143,3,连续攻击2次;攻击力-47%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.47); owner['minAttack'] *=  (1-0.47);,连续攻击2次;攻击力-47%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1144,1144,4,连续攻击2次;攻击力-46%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.46); owner['minAttack'] *=  (1-0.46);,连续攻击2次;攻击力-46%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1145,1145,5,连续攻击2次;攻击力-45%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.45); owner['minAttack'] *=  (1-0.45);,连续攻击2次;攻击力-45%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1146,1146,6,连续攻击2次;攻击力-44%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.44); owner['minAttack'] *=  (1-0.44);,连续攻击2次;攻击力-44%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1147,1147,7,连续攻击2次;攻击力-43%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.43); owner['minAttack'] *=  (1-0.43);,连续攻击2次;攻击力-43%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148,1148,8,连续攻击2次;攻击力-42%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.42); owner['minAttack'] *=  (1-0.42);,连续攻击2次;攻击力-42%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1149,1149,9,连续攻击2次;攻击力-41%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.41); owner['minAttack'] *=  (1-0.41);,连续攻击2次;攻击力-41%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1150,1150,10,连续攻击2次;攻击力-40%,3,null,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] *= (1-0.40); owner['minAttack'] *=  (1-0.40);,连续攻击2次;攻击力-40%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1161,1161,1,攻击力+3,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 3; owner['minAttack'] +=  3;,攻击力+3;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1162,1161,2,攻击力+6,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 6; owner['minAttack'] +=  6;,攻击力+6;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1163,1161,3,攻击力+9,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 9; owner['minAttack'] +=  9;,攻击力+9;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1164,1161,4,攻击力+12,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 12; owner['minAttack'] +=  12;,攻击力+12;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1165,1161,5,攻击力+15,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 15; owner['minAttack'] +=  15;,攻击力+15;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1166,1161,6,攻击力+18,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 18; owner['minAttack'] +=  18;,攻击力+18;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1167,1161,7,攻击力+21,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 21; owner['minAttack'] +=  21;,攻击力+21;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1168,1161,8,攻击力+24,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 24; owner['minAttack'] +=  24;,攻击力+24;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1169,1161,9,攻击力+27,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 27; owner['minAttack'] +=  27;,攻击力+27;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1170,1161,10,攻击力+30,2,/images/Skill/DM/01_JieWangQuan.png,1,2,1,1,10,0,1,0,86400000,owner['maxAttack'] += 30; owner['minAttack'] +=  30;,攻击力+30;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1181,1181,1,破击率+1%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 1;,破击率+1%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1182,1181,2,破击率+2%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 2;,破击率+2%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1183,1181,3,破击率+3%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 3;,破击率+3%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1184,1181,4,破击率+4%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 4;,破击率+4%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1185,1181,5,破击率+5%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 5;,破击率+5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1186,1181,6,破击率+6%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 6;,破击率+6%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1187,1181,7,破击率+7%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 7;,破击率+7%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1188,1181,8,破击率+8%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 8;,破击率+8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1189,1181,9,破击率+9%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 9;,破击率+9%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1190,1181,10,破击率+10%,2,/images/Skill/DM/01_BaoLiMoBo.png,1,2,1,1,10,0,1,0,86400000,owner['bogeyRate'] += 10;,破击率+10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1201,1201,1,攻击力+8%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.08; owner['minAttack'] *=  1.08;,攻击力+8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1202,1202,2,攻击力+10%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.10; owner['minAttack'] *=  1.10;,攻击力+10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1203,1203,3,攻击力+12%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.12; owner['minAttack'] *=  1.12;,攻击力+12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1204,1204,4,攻击力+14%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.14; owner['minAttack'] *=  1.14;,攻击力+14%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1205,1205,5,攻击力+16%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.16; owner['minAttack'] *=  1.16;,攻击力+16%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1206,1206,6,攻击力+18%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.18; owner['minAttack'] *=  1.18;,攻击力+18%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1207,1207,7,攻击力+20%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.20; owner['minAttack'] *=  1.20;,攻击力+20%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1208,1208,8,攻击力+22%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.22; owner['minAttack'] *=  1.22;,攻击力+22%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1209,1209,9,攻击力+24%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.24; owner['minAttack'] *=  1.24;,攻击力+24%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1210,1210,10,攻击力+26%,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.26; owner['minAttack'] *=  1.26;,攻击力+26%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1211,1211,1,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1212,1211,2,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1213,1211,3,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1214,1211,4,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1215,1211,5,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1216,1211,6,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1217,1211,7,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1218,1211,8,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1219,1211,9,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1220,1211,10,反弹对方伤害15%,3,-1,64,2,1,4,10,1,0,0,0,opponent['hp']-=opponent['damage']*0.15 ;,反弹对方伤害15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1221,1221,1,命中率-4%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 4;,命中率-4%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1222,1222,2,命中率-5%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 5;,命中率-5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1223,1223,3,命中率-6%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 6;,命中率-6%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1224,1224,4,命中率-7%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 7;,命中率-7%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1225,1225,5,命中率-8%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 8;,命中率-8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1226,1226,6,命中率-9%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 9;,命中率-9%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1227,1227,7,命中率-10%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 10;,命中率-10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1228,1228,8,命中率-11%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 11;,命中率-11%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1229,1229,9,命中率-12%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 12;,命中率-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1230,1230,10,命中率-13%,3,-1,64,1,1,1,10,0,0,0,0,owner['hitRate'] -= 13;,命中率-13%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1231,1231,1,攻击力-6%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.06; owner['minAttack'] *=  1-0.06;,攻击力-6%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1232,1232,2,攻击力-7%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.07; owner['minAttack'] *=  1-0.07;,攻击力-7%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1233,1233,3,攻击力-8%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.08; owner['minAttack'] *=  1-0.08;,攻击力-8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1234,1234,4,攻击力-9%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.09; owner['minAttack'] *=  1-0.09;,攻击力-9%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1235,1235,5,攻击力-10%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.10; owner['minAttack'] *=  1-0.10;,攻击力-10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1236,1236,6,攻击力-11%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.11; owner['minAttack'] *=  1-0.11;,攻击力-11%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1237,1237,7,攻击力-12%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.12; owner['minAttack'] *=  1-0.12;,攻击力-12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1238,1238,8,攻击力-13%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.13; owner['minAttack'] *=  1-0.13;,攻击力-13%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1239,1239,9,攻击力-14%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.14; owner['minAttack'] *=  1-0.14;,攻击力-14%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1240,1240,10,攻击力-15%,3,-1,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.15; owner['minAttack'] *=  1-0.15;,攻击力-15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2001,2001,1,攻击力+4,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 4; owner['minAttack'] +=  4;,攻击力+4;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2002,2002,2,攻击力+6,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 6; owner['minAttack'] +=  6;,攻击力+6;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,2003,3,攻击力+8,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 8; owner['minAttack'] +=  8;,攻击力+8;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,2004,4,攻击力+10,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 10; owner['minAttack'] +=  10;,攻击力+10;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2005,5,攻击力+12,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 12; owner['minAttack'] +=  12;,攻击力+12;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,2006,6,攻击力+14,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 14; owner['minAttack'] +=  14;,攻击力+14;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2007,7,攻击力+16,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 16; owner['minAttack'] +=  16;,攻击力+16;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,2008,8,攻击力+18,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 18; owner['minAttack'] +=  18;,攻击力+18;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,2009,9,攻击力+20,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 20; owner['minAttack'] += 20;,攻击力+20;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,2010,10,攻击力+22,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 22; owner['minAttack'] +=  22;,攻击力+22;,200101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021,2021,1,连续2次攻击;攻击力+5;攻击力-44.5%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+5) * (1-0.445); owner['minAttack'] =  (owner['minAttack']+5) * (1-0.445);,连续攻击;攻击力+5;攻击力-44.5%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
